    0.685871       0.8594    -0.265874      -1.2076     0.361132      2.60749     0.693541   -0.0004196  0.000532551  -0.00142879  -0.00108221  0.000118899  -6.9096e-05 -0.000957531     0.750462      0.41284     0.247868     -2.78857    -0.567946     -0.79713  0.000410163  -0.00134285 -0.000892416  -0.00206734  0.000493174  -0.00081025      0.32371     -51.6452     -4.36576      22.6709     0.606306      2.76417   0.00404633
    0.685872     0.859406    -0.265879      -1.2076     0.361132      2.60749     0.693544  0.000947714   0.00150745  0.000357392  -0.00022143  -0.00016629 -0.000243296  0.000851378     0.750463     0.412837     0.247864     -2.78857    -0.567942    -0.797125  -0.00066449  0.000765431  -0.00148037 -0.000669865   0.00193216  0.000527646     0.272135     -51.7404     -4.41733      22.6709     0.611799      2.77058   -0.0344058
    0.685873     0.859409    -0.265884      -1.2076     0.361127      2.60749     0.693544  0.000422855 -0.000388052  2.93958e-05  0.000212146 -0.000284575  7.00045e-05   0.00021931     0.750463     0.412835      0.24786     -2.78858    -0.567947    -0.797122  -0.00011439  0.000392443  0.000452914   0.00025765 -0.000572727  0.000420309     0.248331     -51.7642     -4.41733      22.6947     0.611799      2.76417   -0.0215884
    0.685878     0.859416    -0.265884      -1.2076     0.361128      2.60749     0.693542  0.000784713  -3.9224e-05 -0.000957706  0.000590746  0.000113396  0.000450391 -0.000194686     0.750461     0.412838     0.247855     -2.78858    -0.567957    -0.797121  0.000121478  0.000213043  0.000557687 -0.000101027  -0.00142973  0.000334516     0.172953     -51.8634     -4.44114      22.6947     0.606306      2.75776  -0.00236236
    0.685887     0.859416    -0.265877      -1.2076     0.361129      2.60749     0.693545  0.000101904 -0.000310275  0.000505946 -5.23685e-05 -3.62936e-05 -0.000634396   0.00126956     0.750454     0.412848     0.247852     -2.78858    -0.567968    -0.797101 -0.000268925  0.000339644  5.47011e-05  0.000820572  0.000979422 -0.000549432    0.0936073     -51.8634     -4.51652      22.7185     0.611799      2.77699   -0.0344058
    0.685897     0.859417    -0.265873      -1.2076     0.361126      2.60749     0.693541   0.00192045   0.00110511  0.000212453 -0.000140995 -0.000323821  0.000233243 -3.59037e-05     0.750449     0.412857      0.24785     -2.78857    -0.567991    -0.797097 -0.000918766   0.00146221 -0.000991964 -0.000846692  0.000735474   0.00217906   -0.0293785     -51.8872     -4.56809      22.7185     0.618208      2.76417   -0.0215884
    0.685906     0.859414    -0.265871     -1.20761      0.36113      2.60749     0.693541  0.000433708  3.86424e-05  9.72105e-05  -0.00124477 -0.000291542 -0.000157668 -1.80291e-05     0.750444     0.412865      0.24785     -2.78857    -0.567999     -0.79709 -0.000414687  9.94074e-05 -0.000764676   -0.0008633   0.00118045  0.000415215   -0.0809532     -51.8396      -4.5919      22.7463     0.623701      2.77058   -0.0215884
    0.685904     0.859411    -0.265867     -1.20761      0.36113      2.60749     0.693542 -0.000315984 -0.000172417  0.000288455 -0.000120815 -9.01671e-05   -0.0003011   -0.0003024     0.750444     0.412867     0.247854     -2.78856    -0.567997    -0.797094 -4.07865e-06 -0.000107293 -1.20465e-05 -9.63925e-05  0.000273757  0.000179031   -0.0571495     -51.7642     -4.61967      22.6947     0.618208      2.77699   -0.0151797
    0.685902     0.859404    -0.265874      -1.2076     0.361127      2.60749     0.693541 -0.000900995 -0.000720686  -0.00111886  -0.00322812 -3.09327e-05  0.000270063 -0.000774204     0.750448     0.412862     0.247862     -2.78856    -0.567994    -0.797114  0.000321599  -0.00192148  -0.00100114  -0.00204129   0.00118855  -0.00164359    0.0182289     -51.6928     -4.54429      22.6709     0.618208      2.76417   0.00404633
    0.685894       0.8594    -0.265879      -1.2076     0.361128      2.60749     0.693542 -7.93952e-05  -0.00580978  -0.00115102  0.000858256  0.000391899  0.000194445  0.000956929     0.750454     0.412854     0.247868     -2.78856    -0.567977    -0.797128  0.000921866  -0.00016955   0.00554254   0.00425089  -0.00555979  -0.00166281    0.0936073     -51.6452     -4.46891      22.6193     0.606306      2.75776   -0.0344058
