     1.26796       1.1227    -0.321595     -1.24991     0.306564      2.33944     -2.29995 -0.000657585 -0.000242624  0.000720339 -0.000803245  3.23086e-05 -0.000308072 -0.000198364     0.378259     0.636238    0.0919708    -0.106472       3.0721   -0.0344823  4.47889e-05 -0.000327108 -0.000286286 -0.000509859   0.00109011 -0.000418634     0.347514     -47.3407     -5.52421      16.6525     0.754622      1.55934   -0.0151797  3.33067e-16     -46.8643     -5.72824      16.4233     0.634437      1.59397  -0.00181942
     1.26796       1.1227    -0.321597     -1.24991     0.306563      2.33944     -2.29995 -0.000721216 -0.000526846  0.000652676 -0.000575569 -0.000101589  0.000159241  0.000421367     0.378262     0.636238    0.0919737    -0.106464       3.0721   -0.0344771  0.000174762 -0.000184937  6.25098e-05  0.000285245  0.000480173 -0.000943632     0.375285     -47.3169      -5.5004      16.6525     0.760115      1.54652     -0.04173  2.44249e-15     -46.8643     -5.72826      16.4233     0.634439      1.59397  -0.00181923
     1.26797       1.1227    -0.321599     -1.24991     0.306563      2.33944     -2.29995 -0.000378288  0.000104953 -0.000201962 -0.000332367 -0.000109229 -0.000594857  0.000147613      0.37826     0.636239    0.0919729    -0.106469      3.07209     -0.03448  0.000286558 -0.000378631 -0.000231322 -0.000953684  0.000295808 -0.000673347      0.32371     -47.3407     -5.47263      16.6525     0.760115      1.55934   -0.0344058  2.55351e-15     -46.8643      -5.7283      16.4233      0.63444      1.59397  -0.00181936
     1.26797       1.1227    -0.321597     -1.24991     0.306562      2.33944     -2.29995 -0.000523744 -0.000911744  0.000181649   0.00011967 -0.000150097 -0.000143581   0.00010423     0.378259      0.63624    0.0919737    -0.106474      3.07209   -0.0344773  0.000307977  7.99535e-05  0.000663602  0.000843391  -0.00016249 -0.000423134      0.32371     -47.2931      -5.5004      16.6287     0.766523      1.55293   -0.0215884  3.33067e-15     -46.8643     -5.72826      16.4233      0.63444      1.59397  -0.00181926
     1.26796       1.1227    -0.321597      -1.2499     0.306563      2.33944     -2.29995 -0.000978173 -0.000320993  0.000464048   0.00176247 -9.01846e-05  0.000188254 -0.000198823     0.378261     0.636241    0.0919758    -0.106472      3.07209   -0.0344696  0.000487099  0.000423509  0.000882847   0.00204596 -0.000586834 -3.41652e-06     0.347514     -47.3169      -5.5004      16.5533     0.754622      1.54652   -0.0215884  2.22045e-16     -46.8643     -5.72824      16.4233     0.634441      1.59398  -0.00181896
     1.26797      1.12271    -0.321599     -1.24991     0.306563      2.33944     -2.29995 -2.89198e-05  0.000352119  0.000279188  0.000477648 -0.000107827  0.000489597  0.000628858      0.37826     0.636238    0.0919693    -0.106469      3.07209   -0.0344857 -9.67928e-05  0.000175233 -6.08296e-05  0.000527985 -0.000224567 -0.000294024      0.32371     -47.3923     -5.47263      16.6009     0.760115      1.54011     -0.04173  1.55431e-15     -46.8643     -5.72831      16.4232     0.634439      1.59397  -0.00181959
     1.26797       1.1227    -0.321597     -1.24991     0.306563      2.33944     -2.29995 -0.000336956  -0.00010457  0.000490134 -0.000466203 -3.48635e-05  0.000117734 -0.000773562     0.378259      0.63624    0.0919735    -0.106477      3.07209   -0.0344763 -2.15425e-05 -0.000139724  -0.00017648 -0.000148537    0.0005074  0.000545503      0.32371     -47.3407      -5.5004      16.6287     0.760115      1.54652  -0.00236236  3.33067e-15     -46.8643     -5.72826      16.4233      0.63444      1.59397  -0.00181923
     1.26797       1.1227    -0.321597     -1.24991     0.306561      2.33944     -2.29995  0.000482283  0.000488548  0.000424678 -0.000307146  0.000424747  -0.00018403  -0.00121721     0.378258      0.63624    0.0919717    -0.106482      3.07209    -0.034479 -0.000572622  5.11021e-05 -0.000557545 -0.000638675   0.00101057   0.00149413     0.295939     -47.3645      -5.5004      16.6287     0.748213      1.55293  -0.00236236  4.10783e-15     -46.8643     -5.72826      16.4233      0.63444      1.59397  -0.00181935
     1.26797      1.12271      -0.3216     -1.24991      0.30656      2.33944     -2.29995   0.00018202   0.00124367 -0.000810682 -0.000565736 -6.85789e-05  0.000527009  0.000807044      0.37826     0.636239      0.09197    -0.106475      3.07209    -0.034487  0.000201393 -0.000549818 -0.000949282  -0.00145742 -0.000469409  -0.00105425     0.295939     -47.3923     -5.44883      16.6287     0.760115      1.54011   -0.0481387  1.55431e-15     -46.8643     -5.72834      16.4232     0.634442      1.59397  -0.00181967
     1.26796       1.1227      -0.3216     -1.24991      0.30656      2.33944     -2.29995 -0.000505121  0.000110272 -0.000640268  0.000182215  7.07982e-06  0.000139796  0.000546052     0.378262     0.636238    0.0919723     -0.10647      3.07209   -0.0344834  0.000636458 -0.000288864  0.000105111  3.10127e-05 -0.000685919  -0.00127081     0.347514     -47.3407     -5.44883      16.6009     0.754622      1.54652   -0.0279971  2.22045e-16     -46.8643     -5.72833      16.4233     0.634443      1.59397  -0.00181952
     1.26797       1.1227    -0.321596     -1.24991     0.306562      2.33944     -2.29995  0.000374811 -0.000636146   0.00122616 -0.000958576   -0.0001281   0.00010981  0.000826755     0.378258     0.636241    0.0919737    -0.106476      3.07209   -0.0344764 -0.000805944  0.000251411 -0.000105241  0.000188272    0.0011068 -9.79954e-05     0.295939     -47.3169     -5.52421      16.6525     0.760115      1.54652   -0.0279971  2.22045e-15     -46.8643     -5.72824      16.4233     0.634439      1.59397  -0.00181922
     1.26797       1.1227    -0.321595     -1.24991     0.306563      2.33944     -2.29995  -3.0936e-05   -0.0007959  0.000771251 -0.000600791  -3.7117e-05 -2.53372e-05  -0.00085662     0.378259      0.63624    0.0919732    -0.106478       3.0721   -0.0344762 -0.000314902  0.000141308   0.00021106  0.000351042  0.000686761   0.00100989      0.32371     -47.3169     -5.52421      16.6525     0.760115      1.54652  -0.00236236 -5.55112e-16     -46.8643     -5.72823      16.4233     0.634438      1.59397  -0.00181921
     1.26797       1.1227    -0.321599     -1.24991      0.30656      2.33944     -2.29995  0.000370021 -0.000474771  0.000145277 -0.000751378  0.000140561  0.000538073 -0.000249297      0.37826     0.636238    0.0919724    -0.106473      3.07209   -0.0344822 -0.000263994  7.52007e-05  6.69568e-05  0.000317907  4.76029e-05  0.000408318      0.32371     -47.3407     -5.47263      16.6287     0.754622      1.53462   -0.0279971            0     -46.8643      -5.7283      16.4233     0.634441      1.59397  -0.00181947
     1.26797       1.1227    -0.321599     -1.24991      0.30656      2.33944     -2.29995   0.00068804 -0.000722785 -0.000520926 -0.000172919  0.000198132  0.000142356  0.000419035     0.378259     0.636239    0.0919731    -0.106473      3.07209   -0.0344821 -0.000133433  0.000262935  0.000544298   0.00063763 -0.000577929 -0.000129168     0.295939     -47.3169     -5.47263      16.6287     0.748213      1.54652   -0.0481387   1.9984e-15     -46.8643      -5.7283      16.4233     0.634442      1.59397  -0.00181947
     1.26796       1.1227    -0.321599     -1.24991     0.306563      2.33944     -2.29995 -0.000106807 -0.000218167 -0.000501347 -0.000374164 -2.59021e-05 -0.000403332    0.0010108     0.378261     0.636238    0.0919724    -0.106463      3.07209   -0.0344824  0.000290752  -0.00026691  4.80864e-05  -0.00051156  -0.00012923  -0.00144805     0.347514     -47.3169     -5.47263      16.6287     0.760115      1.55934   -0.0545474  1.66533e-15     -46.8643      -5.7283      16.4233      0.63444      1.59397  -0.00181945
     1.26797       1.1227    -0.321599     -1.24991      0.30656      2.33944     -2.29995  0.000585771  0.000481637 -0.000262069 -8.87152e-05  4.25191e-05 -0.000111691  0.000775248      0.37826     0.636238    0.0919702    -0.106471      3.07209   -0.0344881 -0.000290597  1.14992e-05 -0.000352066 -0.000621315  3.12872e-05 -0.000362409      0.32371     -47.3645     -5.47263      16.6287     0.748213      1.55293     -0.04173  6.66134e-16     -46.8643     -5.72831      16.4232     0.634441      1.59397  -0.00181969
     1.26797       1.1227    -0.321597     -1.24991     0.306562      2.33944     -2.29995 -0.000377293 -0.000608727  0.000175964  0.000547795   7.8229e-05  8.86534e-05  0.000306224      0.37826     0.636241    0.0919749    -0.106476      3.07209   -0.0344727  0.000219743  0.000231891  0.000638617   0.00123085 -0.000273827 -0.000497377      0.32371     -47.3169      -5.5004      16.6009     0.754622      1.54652   -0.0151797  1.11022e-15     -46.8643     -5.72825      16.4233     0.634441      1.59397  -0.00181909
     1.26797       1.1227    -0.321599     -1.24991     0.306563      2.33944     -2.29995   0.00130134  0.000222048 -0.000280081 -0.000159318  5.81923e-05 -0.000349259   0.00035458     0.378258      0.63624    0.0919731    -0.106477      3.07209   -0.0344797 -0.000734983   0.00029345 -0.000212176 -0.000647617  0.000130182  0.000718559     0.272135     -47.3407     -5.47263      16.6287     0.754622      1.55934   -0.0215884  7.77156e-16     -46.8643      -5.7283      16.4233      0.63444      1.59397  -0.00181936
     1.26796       1.1227    -0.321597     -1.24991     0.306564      2.33944     -2.29995  -0.00107776  0.000214151  0.000553591 -0.000237467  0.000230328 -0.000103578 -0.000720285      0.37826     0.636239    0.0919734    -0.106474      3.07209   -0.0344767  0.000386708  -0.00041767  -0.00034445 -0.000279373  0.000843843 -0.000349363     0.347514     -47.3407      -5.5004      16.6287     0.754622      1.55293  -0.00236236  8.88178e-16     -46.8643     -5.72826      16.4233     0.634439      1.59397  -0.00181923
     1.26797       1.1227    -0.321597     -1.24991     0.306559      2.33944     -2.29995 -0.000296855  0.000607881  0.000347149  0.000323421 -0.000427981 -0.000317961  0.000960956     0.378259     0.636239    0.0919712    -0.106473      3.07209   -0.0344857 -2.62913e-05 -9.45649e-05 -0.000390083 -0.000600857  0.000284384 -0.000745086      0.32371     -47.3645      -5.5004      16.6009     0.766523      1.55934   -0.0481387 -5.55112e-16     -46.8643     -5.72826      16.4233      0.63444      1.59397  -0.00181959
     1.26797       1.1227    -0.321599     -1.24991      0.30656      2.33944     -2.29995 -0.000116003   -0.0001298 -0.000173615 -6.02858e-05 -7.42705e-05  0.000223838    0.0012541      0.37826     0.636239    0.0919716    -0.106471      3.07209    -0.034482  0.000179401 -5.55697e-05  0.000116464  0.000250703 -0.000366509  -0.00139441      0.32371     -47.3407     -5.47263      16.6287     0.760115      1.54011   -0.0481387  1.11022e-16     -46.8643      -5.7283      16.4233     0.634442      1.59397  -0.00181947
     1.26797       1.1227    -0.321595     -1.24991     0.306562      2.33944     -2.29995  0.000206299  0.000445366   0.00100713 -0.000106271 -0.000190238  1.24936e-05   0.00178153     0.378258     0.636239    0.0919704     -0.10647       3.0721   -0.0344828 -0.000649834  0.000169044 -0.000517451 -0.000207785  0.000894361  -0.00103547      0.32371     -47.3645     -5.52421      16.6287     0.760115      1.54652   -0.0545474  5.55112e-16     -46.8643     -5.72824      16.4233     0.634438      1.59397  -0.00181946
     1.26797       1.1227    -0.321597     -1.24991     0.306561      2.33944     -2.29995  3.40023e-05  7.51454e-05  0.000504946   0.00010318  0.000392242 -6.07058e-05 -0.000501742      0.37826     0.636241    0.0919744     -0.10648      3.07209   -0.0344723 -0.000276268  0.000144596 -9.66341e-05  0.000262378  0.000678728  0.000513951      0.32371     -47.3407      -5.5004      16.6009     0.748213      1.55293  -0.00236236  3.33067e-16     -46.8643     -5.72825      16.4233     0.634441      1.59398  -0.00181909
